person_id,prolific_id,phase,relevant,timestamp,interesting,know_better,like_chosen,diversity_high,differed_topics,fit_preferences,looking_forward,fitted_preferences,similar_to_each_other,sport,politikk,media_usage,news_source,media_access,mat_og_drikke,klima_og_miljo,livsstil_og_helse,helse_og_forskning,samfunn_og_arbeidsliv,okonomi_og_naeringsliv,teknologi_og_vitenskap,kriminalitet_og_rettssaker,underholdning_og_kjendiser,utenriks_og_globale_konflikter,num_clicks,percent_familiar,age,country,education,gender
68,684f2632332a99096afc5bbd,1,4,2025-06-19T14:05:22.921091+00:00,2,5,5,5,4,5,4,5,3,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,-1,1,1,-1,1,1,9,,b18_24,US,BA,Male
68,684f2632332a99096afc5bbd,2,3,2025-06-21T18:25:28.603182+00:00,3,3,4,2,3,3,2,2,2,1,-1,daily,social,"smartphone,tablet,streaming",-1,1,1,-1,1,1,1,-1,1,-1,2,100.0,b18_24,US,BA,Male
69,66aa5c3f0d9d6bcf931c3533,1,2,2025-06-19T14:06:21.338976+00:00,3,4,3,2,2,2,3,3,4,-1,-1,daily,papers,"internet,smartphone,streaming",-1,1,-1,-1,-1,-1,1,-1,-1,1,5,,b25_35,US,High_school,Male
69,66aa5c3f0d9d6bcf931c3533,2,2,2025-06-21T18:31:17.603585+00:00,2,4,2,4,4,2,2,2,3,-1,1,daily,papers,"internet,smartphone,streaming",-1,-1,-1,-1,1,-1,1,-1,-1,1,6,33.3,b25_35,US,High_school,Male
70,6849e70c057c43defc9ad6c7,1,4,2025-06-19T14:05:41.769639+00:00,4,5,5,5,5,5,5,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,-1,1,10,,b25_35,US,BA,Female
70,6849e70c057c43defc9ad6c7,2,5,2025-06-21T18:15:07.383380+00:00,5,5,5,5,2,5,4,4,4,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,1,-1,1,1,0.0,b25_35,US,BA,Female
71,68474cc30bedb8b982a92c8b,1,3,2025-06-19T14:09:15.338988+00:00,4,2,4,3,2,4,4,2,2,1,-1,daily,social,"internet,streaming",1,1,1,1,1,1,1,1,1,1,7,,b35_45,US,MSc,Female
71,68474cc30bedb8b982a92c8b,2,3,2025-06-22T10:55:04.024061+00:00,3,4,4,2,1,4,4,3,5,-1,-1,daily,social,"internet,smartphone",1,1,1,1,1,1,1,1,1,1,1,100.0,b35_45,US,MSc,Female
74,5a031384fe645f0001e9ea24,1,4,2025-06-19T14:07:32.860562+00:00,3,3,3,4,3,4,4,4,2,-1,1,daily,social,internet,1,1,-1,-1,-1,-1,1,-1,1,1,5,,over_55,GB,BA,Male
74,5a031384fe645f0001e9ea24,2,3,2025-06-21T21:07:19.299119+00:00,2,3,3,3,4,3,4,3,3,-1,1,daily,social,internet,1,1,-1,-1,-1,-1,1,-1,-1,1,1,0.0,over_55,GB,BA,Male
75,68373cce499c73350b5613b4,1,4,2025-06-19T14:10:04.014404+00:00,4,3,4,4,4,4,3,5,2,-1,1,daily,social,"internet,smartphone,streaming",-1,1,1,-1,1,1,1,1,-1,-1,7,,b25_35,US,BA,Female
75,68373cce499c73350b5613b4,2,3,2025-06-22T18:10:24.020993+00:00,3,4,4,2,4,4,4,3,4,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,-1,1,1,-1,1,-1,1,100.0,b25_35,US,BA,Female
77,55d35447da14d7000e95318f,1,5,2025-06-19T14:09:53.158320+00:00,5,3,5,4,4,5,4,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,-1,-1,1,1,1,-1,5,,b35_45,US,BA,Male
77,55d35447da14d7000e95318f,2,4,2025-06-22T13:52:09.584626+00:00,3,4,4,2,2,4,3,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,1,1,1,1,1,1,5,40.0,b35_45,US,BA,Male
79,67110a0f39facf3288e299e3,1,5,2025-06-19T14:14:31.037865+00:00,5,5,5,5,5,5,5,5,5,-1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,-1,1,1,1,1,-1,-1,1,5,,b25_35,GB,MSc,Male
79,67110a0f39facf3288e299e3,2,5,2025-06-21T21:01:52.052170+00:00,5,5,5,5,5,5,5,5,5,-1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,-1,1,1,-1,1,1,7,100.0,b25_35,GB,MSc,Male
81,5b228fcf50fde60001033592,1,5,2025-06-19T14:11:48.585058+00:00,5,2,5,5,5,5,5,5,2,-1,1,daily,radio,"internet,smartphone,tablet,streaming",-1,-1,-1,1,-1,-1,1,-1,1,1,5,,b45_55,GB,Doctorate,Male
81,5b228fcf50fde60001033592,2,4,2025-06-22T09:08:55.464169+00:00,4,4,4,3,3,4,4,4,3,-1,1,daily,radio,"internet,smartphone",1,1,1,1,1,1,1,1,1,1,5,100.0,b45_55,GB,Doctorate,Male
82,5ce740c8636a5b0018f55968,1,4,2025-06-19T14:17:40.696993+00:00,4,3,4,3,3,4,4,4,3,1,1,daily,radio,"internet,smartphone,streaming",1,1,1,1,1,-1,-1,-1,1,-1,5,,over_55,GB,High_school,Male
82,5ce740c8636a5b0018f55968,2,4,2025-06-21T22:13:29.451753+00:00,4,3,4,5,4,4,4,4,3,1,1,daily,tv,"internet,smartphone,streaming",1,-1,1,1,1,-1,-1,1,1,-1,4,100.0,over_55,GB,High_school,Male
83,5bc73b9f821054000181a853,1,3,2025-06-19T14:16:44.459956+00:00,4,2,3,5,5,4,4,4,2,-1,1,weekly,social,"internet,smartphone,streaming",1,1,1,1,1,-1,-1,1,1,-1,5,,b45_55,GB,High_school,Male
83,5bc73b9f821054000181a853,2,3,2025-06-21T20:43:50.787592+00:00,4,3,3,4,4,4,4,4,2,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,-1,-1,-1,1,1,-1,2,100.0,b45_55,GB,High_school,Male
86,68391e075e84b117e86719b9,1,5,2025-06-19T14:19:04.260407+00:00,4,4,4,4,5,4,5,5,5,1,1,daily,social,"internet,smartphone",-1,1,1,1,1,1,1,-1,-1,1,5,,b35_45,US,BA,Male
86,68391e075e84b117e86719b9,2,4,2025-06-21T19:59:44.289292+00:00,4,4,5,4,4,5,4,5,5,-1,-1,daily,social,smartphone,-1,1,1,1,-1,1,1,-1,-1,1,5,60.0,b35_45,US,BA,Male
87,6669f64ecd7e3ec30632f607,1,4,2025-06-19T14:23:44.237601+00:00,4,4,4,4,4,4,4,3,3,1,1,daily,social,"internet,smartphone",1,-1,1,1,1,1,-1,1,1,-1,6,,b25_35,NG,BA,Female
87,6669f64ecd7e3ec30632f607,2,5,2025-06-21T18:21:53.958078+00:00,4,3,4,4,3,4,4,5,4,1,1,daily,social,"internet,smartphone",1,1,1,1,1,1,-1,1,1,-1,3,100.0,b25_35,NG,BA,Female
88,6668c9df1d76dc85e0f95d40,1,3,2025-06-19T14:25:13.537227+00:00,3,4,4,4,3,3,4,3,2,1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,-1,1,1,6,,b25_35,GB,BA,Female
88,6668c9df1d76dc85e0f95d40,2,3,2025-06-21T18:13:22.237723+00:00,4,2,4,4,4,3,4,3,2,1,-1,daily,social,"internet,smartphone,streaming",1,1,1,-1,1,-1,1,-1,1,1,6,100.0,b25_35,GB,BA,Female
89,65d514731a78f893b95a8516,1,3,2025-06-19T14:32:21.981681+00:00,3,5,3,3,3,3,3,3,3,1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,-1,-1,5,,b45_55,US,BA,Female
89,65d514731a78f893b95a8516,2,2,2025-06-22T15:32:21.577492+00:00,4,5,3,3,4,3,3,3,4,1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,-1,1,-1,-1,8,62.5,b45_55,US,BA,Female
90,66a91c9bb82807bae0e4ff19,1,5,2025-06-19T14:24:18.148854+00:00,5,3,5,3,5,5,4,4,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b25_35,US,MSc,Female
90,66a91c9bb82807bae0e4ff19,2,3,2025-06-21T18:28:22.332053+00:00,3,3,3,3,3,3,3,3,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,1,100.0,b25_35,US,MSc,Female
91,684a7a0af88a38c5b4387e0e,1,5,2025-06-19T14:20:50.290516+00:00,5,5,5,4,5,5,5,5,1,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b25_35,US,MSc,Female
91,684a7a0af88a38c5b4387e0e,2,5,2025-06-21T18:12:14.372345+00:00,5,2,5,5,5,5,5,5,2,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,1,0.0,b25_35,US,MSc,Female
92,62b44f66a16d45783569fad6,1,4,2025-06-19T14:26:27.017666+00:00,5,1,5,4,2,4,5,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,-1,1,1,1,1,-1,5,,b25_35,GB,BA,Male
92,62b44f66a16d45783569fad6,2,4,2025-06-21T20:11:09.301856+00:00,5,1,5,5,4,5,5,4,2,1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,-1,1,1,1,1,-1,3,100.0,b25_35,GB,BA,Male
94,684701d68d7eefeb9bf108ea,1,4,2025-06-19T14:28:20.682700+00:00,4,3,3,4,4,3,3,4,2,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,6,,b45_55,US,Doctorate,Male
94,684701d68d7eefeb9bf108ea,2,4,2025-06-21T18:16:25.549513+00:00,4,4,4,5,5,4,4,5,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,2,50.0,b45_55,US,Doctorate,Male
95,68337707e71c6191a062abd5,1,5,2025-06-19T14:28:43.939294+00:00,5,5,4,4,4,4,5,5,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,-1,1,-1,1,1,1,1,-1,5,,b25_35,US,BA,Female
95,68337707e71c6191a062abd5,2,4,2025-06-23T08:41:29.268908+00:00,4,4,4,4,4,4,4,4,4,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,-1,1,1,-1,1,1,3,66.7,b25_35,US,BA,Female
96,5d24e4ba5018e900158d31f1,1,1,2025-06-19T14:25:27.050498+00:00,2,2,2,3,2,2,2,1,4,1,1,daily,tv,internet,1,-1,-1,1,1,-1,1,1,1,1,5,,b25_35,GB,BA,Male
96,5d24e4ba5018e900158d31f1,2,2,2025-06-22T08:31:16.469771+00:00,2,3,4,2,2,5,4,2,5,1,1,daily,social,"internet,smartphone,streaming",1,-1,-1,-1,-1,-1,-1,1,1,-1,4,25.0,b25_35,GB,BA,Male
97,651eea44194fa8c200606af7,1,3,2025-06-19T14:27:35.033517+00:00,3,3,4,4,4,3,4,2,2,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,-1,-1,-1,1,-1,-1,1,5,,over_55,US,High_school,Male
97,651eea44194fa8c200606af7,2,2,2025-06-21T23:56:09.439035+00:00,3,4,3,3,2,2,3,2,4,1,-1,weekly,social,"internet,smartphone,tablet,streaming",1,-1,1,1,-1,-1,1,-1,-1,-1,3,66.7,over_55,US,High_school,Male
99,65fc55f0dd070026d29006a8,1,3,2025-06-19T14:33:13.390042+00:00,3,3,4,4,4,4,4,3,1,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,1,-1,1,-1,1,1,5,,b35_45,US,BA,refuse_to_disc
99,65fc55f0dd070026d29006a8,2,3,2025-06-21T23:50:11.758387+00:00,1,3,1,4,4,1,4,1,1,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,-1,1,-1,1,-1,1,1,1,100.0,b35_45,US,BA,refuse_to_disc
100,683b91c68d9f84eab96230a6,1,5,2025-06-19T14:34:09.183816+00:00,5,5,4,5,5,4,5,4,5,1,-1,daily,social,"internet,tablet,streaming",1,1,1,1,1,1,1,1,-1,-1,7,,b45_55,US,MSc,Female
100,683b91c68d9f84eab96230a6,2,4,2025-06-21T18:51:37.268889+00:00,5,5,5,5,1,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet",1,1,1,-1,1,1,1,-1,-1,1,6,66.7,b45_55,US,MSc,Female
102,6830db5d80b8e76c37a9e53d,1,4,2025-06-19T14:34:13.225380+00:00,4,4,5,4,4,4,5,4,4,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,-1,-1,-1,6,,b25_35,US,MSc,Female
102,6830db5d80b8e76c37a9e53d,2,4,2025-06-21T18:29:09.450991+00:00,4,4,5,4,3,4,4,4,3,-1,1,weekly,social,"internet,smartphone,streaming",1,1,1,-1,1,1,1,-1,-1,-1,2,100.0,b25_35,US,MSc,Female
103,67d41689101f0de506a83a86,1,4,2025-06-19T14:35:29.225364+00:00,5,2,5,3,5,4,4,5,1,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,6,,b35_45,GB,Doctorate,Male
103,67d41689101f0de506a83a86,2,4,2025-06-21T18:21:59.667106+00:00,5,3,5,4,5,5,5,5,1,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,-1,1,-1,2,50.0,b35_45,GB,Doctorate,Male
105,6837427dbf735891493b6dec,1,4,2025-06-19T14:36:03.033451+00:00,5,3,5,1,1,5,5,4,1,-1,-1,daily,social,"smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,-1,6,,b25_35,US,BA,Female
105,6837427dbf735891493b6dec,2,4,2025-06-23T05:57:42.216834+00:00,5,1,4,2,4,4,5,5,4,-1,-1,daily,social,"smartphone,tablet,streaming",1,1,1,1,1,1,-1,1,1,-1,1,100.0,b25_35,US,BA,Female
106,6785f0d3adcf1ffc11119d0e,1,5,2025-06-19T14:33:17.953379+00:00,5,5,5,5,5,5,5,5,5,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,1,1,1,5,,b25_35,US,High_school,Female
106,6785f0d3adcf1ffc11119d0e,2,5,2025-06-22T13:05:15.818013+00:00,5,3,5,5,4,5,5,5,5,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,1,1,1,5,80.0,b25_35,US,High_school,Female
107,683b8bb4c42d96892fb5a702,1,2,2025-06-19T14:35:12.627735+00:00,3,2,3,3,3,2,3,3,2,-1,1,daily,social,"internet,smartphone,tablet",-1,-1,1,1,-1,1,-1,-1,-1,1,11,,over_55,US,BA,Female
107,683b8bb4c42d96892fb5a702,2,3,2025-06-21T18:13:56.041595+00:00,3,4,5,2,3,3,4,2,3,1,1,weekly,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,-1,1,1,10,50.0,over_55,US,BA,Female
108,5dc018fc2e1bfa4504eb4ce5,1,4,2025-06-19T14:35:57.501263+00:00,4,3,4,4,3,4,4,4,4,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,-1,-1,1,-1,-1,-1,5,,over_55,GB,Not,Male
108,5dc018fc2e1bfa4504eb4ce5,2,4,2025-06-23T10:56:05.597381+00:00,4,3,4,4,4,4,4,4,2,1,1,daily,radio,"internet,smartphone,streaming",-1,-1,1,1,-1,-1,1,-1,-1,-1,6,83.3,over_55,GB,Not,Male
109,67b60f63759e4a2a6d5cd14e,1,4,2025-06-19T14:36:53.249193+00:00,3,5,4,4,4,4,4,3,3,-1,1,daily,radio,"internet,smartphone",-1,1,-1,1,1,1,1,1,-1,1,6,,over_55,CA,BA,Male
109,67b60f63759e4a2a6d5cd14e,2,4,2025-06-21T18:46:19.207999+00:00,4,5,4,5,5,4,5,3,2,1,1,daily,radio,"internet,smartphone",-1,1,-1,1,1,1,1,-1,-1,1,6,83.3,over_55,CA,BA,Male
110,6844b14193daf52021c6103a,1,3,2025-06-19T14:40:03.242708+00:00,3,4,3,3,5,3,3,3,2,-1,-1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,-1,1,-1,1,1,1,-1,5,,b25_35,US,BA,Female
110,6844b14193daf52021c6103a,2,4,2025-06-21T18:43:42.164005+00:00,4,5,4,1,5,4,4,4,1,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,-1,1,1,1,-1,3,66.7,b25_35,US,BA,Female
111,671a7e4b8e5eb72e53ae54df,1,5,2025-06-19T14:42:36.386173+00:00,5,3,5,4,5,4,5,5,1,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,1,1,1,6,,b25_35,GB,MSc,Female
111,671a7e4b8e5eb72e53ae54df,2,4,2025-06-21T18:24:12.129542+00:00,5,4,4,5,5,5,5,5,1,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,1,1,1,5,60.0,b25_35,GB,MSc,Female
112,6852f003a56674e59e76b93d,1,4,2025-06-19T14:43:00.805567+00:00,4,4,4,5,5,4,4,3,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,-1,1,1,-1,-1,5,,b45_55,US,Doctorate,Female
112,6852f003a56674e59e76b93d,2,5,2025-06-21T18:15:06.928165+00:00,5,4,5,5,5,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,-1,1,1,1,1,1,-1,1,100.0,b45_55,US,Doctorate,Female
114,62c4590804317dc197ecbe8a,1,4,2025-06-19T14:48:48.701149+00:00,5,2,4,4,4,4,5,4,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,-1,1,1,1,-1,-1,5,,b45_55,GB,High_school,Male
114,62c4590804317dc197ecbe8a,2,4,2025-06-21T22:06:48.918900+00:00,5,2,4,4,4,5,4,4,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,-1,1,1,1,-1,-1,10,80.0,b45_55,GB,High_school,Male
115,682317fedb62f64e65833fd6,1,5,2025-06-19T14:40:01.532103+00:00,5,4,5,5,5,5,5,5,5,1,1,daily,social,"internet,smartphone",1,1,1,1,1,1,1,1,1,1,5,,b25_35,US,BA,Male
115,682317fedb62f64e65833fd6,2,5,2025-06-21T18:26:34.083439+00:00,5,4,5,4,4,5,5,5,3,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,4,100.0,b25_35,US,BA,Male
117,66f90617499542a3ce331fa3,1,3,2025-06-19T14:44:18.632232+00:00,4,2,4,3,3,4,4,3,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,-1,-1,1,1,1,5,,over_55,GB,BA,Male
117,66f90617499542a3ce331fa3,2,4,2025-06-22T06:22:44.922444+00:00,4,2,4,3,4,4,4,4,3,1,1,daily,social,"internet,smartphone,tablet",1,1,-1,1,1,-1,-1,1,1,1,3,100.0,over_55,GB,BA,Male
118,67266c0ecff4ab3acc3b5a54,1,5,2025-06-19T14:42:35.128720+00:00,5,2,5,5,5,5,5,5,1,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,6,,b25_35,US,BA,Female
118,67266c0ecff4ab3acc3b5a54,2,5,2025-06-21T18:25:30.338758+00:00,5,3,5,5,5,5,5,5,1,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,9,44.4,b25_35,US,BA,Female
119,6011d2b8b124c219f57c707e,1,5,2025-06-19T14:42:27.353526+00:00,5,2,5,3,4,5,5,5,4,-1,-1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,1,-1,1,1,1,-1,5,,b25_35,ZA,BA,Female
119,6011d2b8b124c219f57c707e,2,1,2025-06-21T20:59:56.305358+00:00,1,4,2,2,2,3,2,1,5,-1,-1,weekly,social,"internet,smartphone,tablet,streaming",1,-1,1,1,1,-1,1,1,1,-1,1,0.0,b25_35,ZA,BA,Female
120,5c4f5967aac8be0001716a65,1,4,2025-06-19T14:43:16.109669+00:00,3,1,2,3,2,4,3,3,2,1,-1,rarely,social,"internet,smartphone",1,1,1,1,1,-1,1,-1,1,-1,5,,b25_35,IE,BA,Male
120,5c4f5967aac8be0001716a65,2,4,2025-06-21T21:27:27.834913+00:00,3,4,3,4,4,3,4,3,4,1,-1,monthly,social,internet,1,1,1,1,1,1,1,1,1,-1,6,83.3,b25_35,IE,BA,Male
121,6843b5d3f7b85d456e8af6f0,1,5,2025-06-19T14:45:14.893654+00:00,5,3,5,3,5,5,5,5,3,1,1,daily,social,streaming,-1,1,1,1,1,1,1,1,-1,1,9,,b25_35,US,BA,Female
121,6843b5d3f7b85d456e8af6f0,2,5,2025-06-22T06:22:25.953175+00:00,5,3,4,4,4,5,5,5,3,1,1,daily,social,streaming,1,1,1,1,1,-1,1,1,1,1,12,83.3,b25_35,US,BA,Female
124,gloria_test,1,4,2025-06-21T12:46:59.983140+00:00,4,4,4,3,3,4,5,5,4,1,1,weekly,tv,smartphone,1,-1,1,-1,1,-1,1,-1,-1,1,8,,b25_35,AL,BA,Female
124,gloria_test,2,4,2025-06-21T12:47:52.667460+00:00,3,5,4,3,4,4,5,3,4,1,-1,monthly,radio,"tablet,streaming",-1,1,-1,-1,1,-1,1,1,1,1,2,50.0,b25_35,AL,BA,Female
